Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	5	on the left-hand side of	9	g	59, 67
2	5	right have you got the	75	g	51, 125
2	5	the left-hand side of the	31	g	29, 59
2	5	to the west of the	43	g	23, 65
3	4	do you have a	81	g	87, 119, 167
3	4	you don't have a	73	g	7, 59, 79
2	4	so you're going to	19	g	17, 35
2	4	the side of the	11	g	149, 159
5	3	do you have	149	g	19, 87, 93, 119, 167
3	3	have you got	105	g	21, 51, 125
3	3	you don't have	73	g	7, 59, 79
3	3	you're going to	149	g	17, 35, 165
2	3	about a centimetre	115	g	23, 137
2	3	about three inches	59	g	81, 139
2	3	above the the	131	g	7, 137
2	3	go right underneath	21	g	97, 117
2	3	go straight down	73	g	35, 107
2	3	right so you're	79	g	17, 95
2	3	so you're about	11	g	47, 57
2	3	the missionary camp	19	g	21, 39
2	3	the old mill	15	g	155, 169
2	3	to the right	5	g	165, 169
9	2	and then	137	g	15, 39, 95, 101, 115, 137, 139, 149, 151
7	2	so you're	89	g	17, 35, 47, 57, 75, 95, 105
7	2	to the	147	g	23, 65, 85, 115, 149, 165, 169
5	2	above the	131	g	7, 21, 77, 85, 137
4	2	go straight	81	g	35, 71, 107, 115
4	2	just go	77	g	29, 39, 45, 105
4	2	you got	135	g	21, 51, 125, 155
4	2	you're about	49	g	47, 57, 83, 95
3	2	an inch	27	g	59, 83, 85
3	2	go down	53	g	29, 75, 81
3	2	if you	45	g	39, 59, 83
3	2	okay just	75	g	85, 157, 159
3	2	on the	27	g	59, 67, 85
3	2	right okay	127	g	39, 49, 165
3	2	right so	79	g	17, 35, 95
3	2	the old	25	g	145, 155, 169
3	2	the the	149	g	7, 137, 155
3	2	you go	107	g	49, 81, 155
2	2	a little	31	g	45, 75
2	2	as you	81	g	85, 165
2	2	at the	23	g	133, 155
2	2	below the	81	g	3, 83
2	2	but but	131	g	35, 165
2	2	come down	149	g	17, 165
2	2	concealed hideout	43	g	51, 93
2	2	don't know	79	g	5, 83
2	2	down and	19	g	17, 35
2	2	down the	131	g	29, 159
2	2	follow that	19	g	17, 35
2	2	four inches	39	g	19, 57
2	2	from the	11	g	39, 49
2	2	go round	21	g	85, 105
2	2	is that	3	g	107, 109
2	2	just below	85	g	3, 87
2	2	just underneath	41	g	75, 115
2	2	of it	19	g	67, 85
2	2	okay ehm	145	g	21, 165
2	2	okay so	19	g	39, 57
2	2	past it	23	g	135, 157
2	2	right-hand side	49	g	107, 155
2	2	round it	73	g	85, 157
2	2	side okay	71	g	85, 155
2	2	so that	21	g	95, 115
2	2	straight down	73	g	35, 107
2	2	that line	49	g	59, 107
2	2	that's it	69	g	63, 131
2	2	the cottage	37	g	97, 133
2	2	the flagship	55	g	109, 163
2	2	the page	55	g	95, 149
2	2	the ravine	61	g	77, 137
2	2	then go	83	g	15, 97
2	2	to come	79	g	17, 95
2	2	to your	109	g	15, 123
2	2	walled city	119	g	49, 167
2	2	where the	89	g	75, 163
36	1	the	167	g	3, 7, 11, 19, 21, 23, 29, 35, 39, 49, 51, 59, 65, 67, 75, 77, 83, 85, 95, 97, 101, 107, 109, 111, 115, 125, 133, 137, 145, 147, 149, 155, 159, 163, 165, 169
27	1	you	165	g	3, 7, 19, 21, 25, 39, 47, 49, 51, 59, 79, 81, 83, 85, 87, 93, 95, 107, 119, 121, 125, 133, 137, 147, 155, 165, 167
25	1	right	163	g	7, 9, 15, 17, 27, 35, 39, 45, 47, 49, 51, 53, 61, 71, 95, 97, 101, 105, 117, 125, 133, 149, 163, 165, 169
