Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
4	4	4	the side of the	64	36	1	f	59, 64, 68, 94
3	3	4	to the right-hand side	77	79	1	g	18, 77, 96
3	3	4	to the trout farm	87	9	1	g	80, 87, 88
3	3	4	underneath the diamond mine	24	3	1	f	23, 24, 25
2	2	4	above the carved stones	37	2	1	g	36, 37
2	2	4	of the indian country	59	14	1	g	46, 59
2	2	4	to the side of	120	62	1	f	59, 120
7	5	3	the indian country	59	21	5	g	40, 46, 52, 54, 56, 59, 60
6	3	3	the trout farm	87	15	2	g	80, 86, 87, 88, 91, 94
5	1	3	side of the	59	77	1	g	18, 59, 64, 68, 94
5	2	3	the diamond mine	23	16	2	g	10, 18, 23, 24, 25
4	2	3	the carved stones	37	6	2	g	34, 36, 37, 39
4	4	3	the cattle stockade	115	13	2	g	104, 108, 115, 116
4	1	3	the right-hand side	18	92	1	f	5, 18, 77, 96
3	3	3	a gold mine	48	57	1	f	15, 48, 71
3	3	3	a great rock	71	26	2	g	46, 62, 71
3	3	3	to the left	46	100	1	f	11, 46, 110
3	1	3	to the side	64	62	1	f	59, 64, 120
2	2	3	across to the	87	8	1	g	80, 87
2	2	3	along the bottom	110	2	1	f	109, 110
2	2	3	gold mine but	60	46	1	f	15, 60
2	2	3	in a curve	36	2	1	f	35, 36
2	2	3	the gold rock	61	2	1	g	60, 61
2	2	3	underneath it and	122	90	1	f	33, 122
2	2	3	underneath the gold	70	10	1	f	61, 70
16	4	2	to the	22	110	1	f	11, 18, 22, 46, 59, 60, 64, 77, 80, 87, 88, 96, 104, 108, 110, 120
13	13	2	do you	41	109	4	g	4, 10, 14, 30, 41, 46, 48, 57, 70, 76, 82, 100, 112
10	4	2	of the	98	111	2	g	18, 46, 59, 64, 68, 94, 98, 108, 122, 128
10	5	2	underneath the	76	98	1	f	23, 24, 25, 61, 70, 76, 78, 86, 116, 120
8	4	2	gold mine	52	57	1	f	15, 48, 52, 60, 66, 68, 70, 71
8	1	2	indian country	40	30	1	f	31, 40, 46, 52, 54, 56, 59, 60
7	7	2	and then	80	92	3	f	31, 71, 73, 80, 100, 120, 122
7	3	2	carved stones	31	26	2	g	14, 30, 31, 34, 36, 37, 39
7	1	2	trout farm	87	19	3	g	76, 80, 86, 87, 88, 91, 94
6	2	2	cattle stockade	115	17	4	g	100, 104, 108, 112, 115, 116
6	1	2	diamond mine	23	22	3	g	4, 10, 18, 23, 24, 25
6	3	2	great rock	71	33	4	g	46, 52, 62, 64, 71, 78
6	4	2	the gold	61	19	2	g	52, 60, 61, 66, 68, 70
5	3	2	above the	42	43	1	g	36, 37, 42, 66, 78
5	5	2	no i	16	14	1	f	15, 16, 17, 19, 28
5	5	2	totem pole	74	17	1	f	71, 74, 76, 78, 87
4	4	2	bandit territory	112	52	1	f	73, 112, 120, 124
4	2	2	the bottom	73	51	1	g	60, 73, 109, 110
4	2	2	underneath it	33	115	1	g	8, 33, 62, 122
3	1	2	along the	109	17	1	g	94, 109, 110
3	3	2	along to	27	87	1	g	22, 27, 108
3	3	2	at the	73	125	1	g	0, 73, 124
3	3	2	below it	105	75	1	g	32, 105, 106
3	1	2	in a	87	53	1	f	35, 36, 87
3	1	2	it and	120	90	1	f	33, 120, 122
3	3	2	sort of	115	29	1	g	88, 115, 116
3	1	2	the left	46	100	1	f	11, 46, 110
2	2	2	a cavalry	85	4	1	g	82, 85
2	2	2	as if	62	2	1	f	61, 62
2	2	2	below that	15	12	1	g	4, 15
