Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	6	, you know , I'm not	7	A	73, 79
2	6	at the end of the season	37	A	5, 41
2	5	, I don't know .	27	A	15, 41
2	5	, you know , I'm	7	A	73, 79
2	5	. But , um ,	63	A	15, 77
2	5	I mean , you know	67	A	3, 69
2	5	have season tickets , and	7	A	73, 79
6	4	, you know ,	65	A	15, 43, 49, 69, 73, 79
3	4	, I don't know	29	A	13, 15, 41
3	4	, I mean ,	47	A	23, 43, 69
2	4	, I guess .	11	A	69, 79
2	4	. I mean ,	71	A	3, 73
2	4	I think the Cowboys	5	A	37, 41
2	4	it was his shoulder	3	A	47, 49
2	4	that , uh ,	3	A	45, 47
9	3	, uh ,	57	A	23, 41, 45, 47, 49, 69, 73, 77, 79
6	3	. But ,	65	A	15, 23, 43, 73, 77, 79
6	3	you know ,	65	A	15, 43, 49, 69, 73, 79
4	3	, I don't	35	A	7, 13, 15, 41
4	3	, I mean	51	A	23, 43, 69, 73
4	3	I don't know	29	A	13, 15, 37, 41
3	3	, I guess	65	A	15, 69, 79
3	3	, I think	29	A	45, 49, 73
3	3	, um ,	65	A	15, 77, 79
3	3	. I think	65	A	9, 41, 73
2	3	, I haven't	23	A	23, 45
2	3	, I just	71	A	9, 79
2	3	, I'm just	31	A	43, 73
2	3	, I'm not	7	A	73, 79
2	3	, it was	7	A	73, 79
2	3	. I guess	57	A	13, 69
2	3	. So ,	27	A	47, 73
2	3	. Well ,	29	A	13, 41
2	3	So , I	67	A	7, 73
2	3	Well , he	3	A	13, 15
2	3	Yeah , I	51	A	23, 73
2	3	a game ,	39	A	41, 79
2	3	going to be	31	A	47, 77
2	3	just never ,	67	A	13, 79
2	3	kind of ,	57	A	23, 79
2	3	know , he	31	A	13, 43
2	3	next season .	27	A	47, 73
2	3	not going to	7	A	73, 79
2	3	that , I	61	A	9, 69
13	2	, I	73	A	7, 9, 13, 15, 23, 27, 41, 43, 45, 49, 69, 73, 79
12	2	. I	77	A	3, 9, 13, 21, 41, 45, 55, 57, 59, 69, 73, 79
8	2	. But	65	A	15, 23, 43, 45, 49, 73, 77, 79
8	2	Yeah .	71	A	5, 11, 25, 41, 61, 65, 71, 75
7	2	, you	77	A	3, 15, 43, 49, 69, 73, 79
7	2	I think	65	A	9, 37, 41, 45, 49, 55, 73
7	2	kind of	75	A	5, 23, 41, 69, 73, 77, 79
7	2	know ,	67	A	13, 15, 43, 49, 69, 73, 79
6	2	I don't	67	A	7, 13, 15, 37, 41, 73
6	2	I guess	67	A	13, 15, 59, 69, 73, 79
6	2	going to	77	A	3, 43, 47, 73, 77, 79
6	2	it was	65	A	15, 47, 49, 73, 77, 79
6	2	that ,	71	A	9, 43, 45, 47, 69, 79
5	2	, but	55	A	23, 45, 49, 73, 77
5	2	the Cowboys	65	A	15, 37, 41, 73, 79
4	2	, and	37	A	43, 73, 77, 79
4	2	, he	31	A	13, 15, 41, 43
4	2	, that	33	A	45, 47, 73, 77
4	2	, the	63	A	15, 41, 73, 77
4	2	, they're	75	A	3, 49, 73, 77
4	2	. So	33	A	47, 61, 73, 79
4	2	Well ,	31	A	13, 15, 41, 43
4	2	Yeah ,	71	A	3, 23, 59, 73
4	2	in the	59	A	21, 23, 77, 79
4	2	it ,	29	A	45, 47, 49, 73
4	2	of the	65	A	5, 15, 41, 69
4	2	on the	41	A	37, 45, 47, 77
4	2	the end	73	A	5, 15, 41, 77
3	2	, because	65	A	15, 41, 79
3	2	, oh	31	A	43, 63, 73
3	2	, or	35	A	45, 77, 79
3	2	, when	11	A	69, 73, 79
3	2	Uh-huh .	67	A	1, 33, 67
3	2	Um ,	53	A	27, 45, 79
