f:	yeah right on the right-hand side roughly just
M:	you're coming down the opposite way.
f:	right down there
M:	you're coming down the right hand side
f:	right okay oops that was
M:	the left hand side of the sword is the right hand side
f:	no i've got a gallows to the left like below the left
M:	you have a gallowboob to the right?
f:	right okay
M:	i'm in the diamond mining area
f:	oh no i have got a gold mine but it's it's a it's a good bit below that
M:	i have a gold ore
f:	oh sorry no oh no i
M:	i did say a graveyard...
f:	no i haven't got that
M:	no it's the diamond mining area
f:	okay
M:	i have no idea
f:	underneath the diamond mine
M:	what are you doing?
f:	right how far underneath the diamond mine
M:	i have a few of them
f:	right okay five inches right along up along to near a a ravine stuff thing
M:	5 inches
f:	i've got
M:	can you make the ravines into diamonds?
f:	i've got carved stones and then indian country
M:	i have carved stone
f:	bit underneath it and i've got a ravine right in the middle between they two
M:	about 6m
f:	right in a curve or a tight angle
M:	i've been to the ravine but i've been in a hill
f:	above the carved stones
M:	just above the ravine
f:	right round the carved stones kind of thing
M:	that's not a roundabout that's a flat circle
f:	right how far down do you want me to go
M:	how far down
f:	okey-dokey
M:	haha i like the way you think.
f:	uh-huh
M:	i like this idea
f:	no
M:	you know you can just right click it
f:	yeah it's right it's it's on like the other side
M:	i don't get it
f:	and it's down a wee bit
M:	it's not that big
f:	uh-huh
M:	and the great metal rock is in the middle of the indians rock?
f:	right okay
M:	it's up
f:	how do you mean go down
M:	go down a bit then go down again then down again
f:	do i go to the side of the indian country
M:	go to the top of the page
f:	right as if i was going underneath the gold rock if it if i had it there
M:	you go over the gold mines?
f:	right okay
M:	yes but i'm not going to the middle of the gold
f:	uh-huh
M:	right as when the red woman comes in
f:	right okay got that
M:	i have no idea
f:	right
M:	now do the goldmine
f:	i've i've got a gold mine a totem pole and then a great rock a really good bit down
M:	ok cool ill be right there
f:	and then bandit territory right at the bottom
M:	and a rock
f:	uh-huh
M:	right. right.
f:	eh aye but it's away over to the right-hand side
M:	oh ok i'm not sure then but it would be good to know.
f:	uh-huh
M:	what is it?
f:	right okay
M:	the top of the totem is above it
f:	no
M:	i have a horse
f:	i'm up shit creek i haven't got a cavalry
M:	i'll be there.
f:	right so i'm coming from a totem pole at a totem pole like in a dinai diagonal across to the trout farm
M:	i don't get it
f:	right okay
M:	i'm coming up from a dine in a pole like a dino
f:	above or below the trout farm
M:	what is the curve?
f:	right okay
M:	the trout farm below the mule
f:	uh-huh
M:	go ahead and try
f:	uh-huh
M:	left side
f:	uh-huh
M:	uhuh about an hour away
f:	right near near the corner
M:	umm... what is that?
f:	right
M:	right next to the corner
f:	like above or below it
M:	what is the best place to look for a kite?
f:	right okay
M:	just a little lower
f:	along the bottom and left
M:	how far are you going
f:	right uh-huh
M:	right huh
f:	i've got a parched river bed
M:	can i have a parfaits?
f:	but it's sort of nearer the cattle stockade but roughly in the middle cattle
M:	but its not
f:	aye just a wee bit under
M:	is that on the top of the cattle line?
f:	uh-huh
M:	just a little bit over the cattle
f:	uh-huh right done that uh-huh
M:	ugh. how can i fix it?
f:	what plant thing
M:	huhuh go back to the bandaid thing
f:	oh right oh the cactus
M:	at the bandipede
f:	right uh-huh
M:	you know
f:	uh-huh
M:	uuhh hu
f:	okey-dokey oh that looks an
