B:	yeah
M:	oh i was just wondering that.
B:	actually through electronic mail.
M:	oh okay.
B:	uh-huh.
M:	and uh.
B:	right. so it's pretty fair they've got you slaving away  at at this point
M:	right right.
B:	yeah.
M:	well it's it it is a real problem.
B:	well um i'm research stuff here now so what they they have uh um okay benefits package. it's not quite as good as industry but one of the significant um benefits here is that you can take uh up to two courses a semester um and they pay for you know pay for the classes.
M:	oh okay.
B:	so  that works out to be um a reasonable a reasonable benefit.
M:	yeah. yeah.
B:	uh-huh.
M:	but um
B:	if you want to  do it quickly.
M:	and you're not allowed to take your kids out at night.
B:	uh-huh uh-huh. yeah. yeah. so i i don't know in in terms of other things other benefits other than sort of monetary i'd you know i yeah we we do. we have to contribute a certain amount uh to it.
M:	right.
B:	and it's kind of split between c m u and  and you know the employee.
M:	right.
B:	right. yeah and it's also right now it's uh the like everywhere else uh here in pittsburgh the health care uh rates are are going up pretty quickly.
M:	oh yeah.
B:	that's a whole other topic to begin with too but. yeah but it's you are right. i i i really agree that that that's pretty important.
M:	well that uh  that's that makes a big difference.
B:	right.
M:	and i don't have a real big problem with with it.
B:	right. uh-huh oh now that's a big win.
M:	yeah it really is.
B:	yeah yeah. that's
M:	yeah.
B:	yeah.
M:	i don't know if you got the texas or not but i've got the book.
B:	yeah. i figured for and they've just raised the um income caps on social security to the point where you have to be pretty you have to be pretty well off before you stop paying paying that as well.
M:	oh yeah yeah that's true.
B:	yeah well if you could call it a benefit that c m u i mean the other thing that they allow you to do here while you are working is is consult for um you know other companies.
M:	uh-huh.
B:	um so that's that kind of helps out in terms of  you know keeping up-to-date with contacts in industry.
M:	right.
B:	you know in case  you know in case you ever need to bail out
M:	yeah. yeah that's true.
B:	uh-huh.
M:	and uh you know they uh they have uh  they have these uh uh they have those sets that you can paint over.
