g:	right you start at the top left
f:	right oh sorry okay
g:	right and eh have you got cliffs below that just below and to the right
f:	yes
g:	right so go down just sort of diagonally just towards them but pass them
f:	on the the bottom side of them pass them on the bottom
g:	pass them on your their left
f:	on the left
g:	uh-huh right and then have you got a forge underneath the cliffs
f:	no i've just got nothing in below the cliffs
g:	oh have you got an old pine tree sort of down diagonally right from the cliffs
f:	yes
g:	right well sort of pretend there's a forge right below the cliffs right and instead of right so you go down round the bottom of the forge so like draw a sort of a pretend semicircle
f:	a pretend semicircle to the
g:	well like you know a pretend loop
f:	inside or the aye to the inside or the outside of the map
g:	right start right so you're just below the cliffs
f:	i'm just below the cliffs
g:	right so you go out towards outside of the map
f:	towards the outside of the map right
g:	yeah and then round the bottom of the forge which isn't there
f:	which isn't there
g:	but it's on on the same level as the pine tree
f:	right okay
g:	right and then you go up the inside of the pine tree
f:	the inside
g:	right not no that the left of the pine tree so the that's outside of the map
f:	to the left of the pine
g:	uh-huh
f:	up past the pine tree
g:	uh-huh
f:	the pine tree is always on my right
g:	yeah
f:	okay
g:	and then so you get to the top of the pine tree
f:	top of the pine tree
g:	right and then go vertically across to about two thirds across the page
f:	vertically across
g:	horizontally sorry
f:	right so i'm going across the page right
g:	uh-huh have you got a pine forest on right
f:	yes
g:	well you slope down with the pine forest on your right
f:	pine forest on my right
g:	aha so don't go round the pine forest just like pass down by it
f:	so i'm cut right okay
g:	"right and then just where the word pine forest is just stop at the ""p"""
f:	"right right stop at the ""p"" right"
g:	right and then sort of loop round a wee bit more don't don't draw your line in the same angle sort of make it a bit flatter and then draw another wee loop
f:	a bit flatter what on the same does this have have i to cross a stream
g:	what
f:	have i to cross a stream
g:	no i haven't got a stream i suppose just avoid the stream but sort of like as though
f:	it runs
g:	you're drawing a nose right say this is the face you're drawing and then you've got to sort of do a sort of round bit for the nose
f:	is that beneath so is the nose to come beneath the pine forest
g:	beneath the pine forest uh-huh
f:	okay right
g:	right have you got a bakery underneath right a bit lower down
f:	yes
g:	right so see when the nose comes out it comes back in to the face
f:	comes back in yes
g:	right that should be just above the bakery
f:	right
g:	is that okay
f:	okay
g:	and then go and do another big nose round the bakery
f:	round the bakery
g:	uh-huh and then come right back in
f:	okay
g:	underneath the bakery and maybe in past the bakery about two centimetres just before the canal have you got a canal
f:	no i don't have a canal
g:	all right right just come in two centimetres towards the middle
f:	okay
g:	from the bakery
f:	right
g:	"right and then are you sort of above the ""e"" in crane bay"
f:	yes
g:	right well go down towards the coast
f:	alright
g:	right and then follow the crane bay round the coast
f:	okay what's the direction
g:	"to the to the left it's towards the ""c"" of crane bay"
f:	okay right
g:	right and eh then it's sort of have you got wheatfields
f:	yes but they're up the top
g:	oh you got a rocket warehouse
f:	yes i have a rocket warehouse
g:	mm right okay is that sort of above the lighthouse
f:	yes
g:	right well sort of sticking to the coast you know where the coast goes up and down vertical
f:	yes
g:	right sort of don't go vertically down it but start sloping down towards around the top of the rocket warehouse
f:	around the top of the rocket warehouse
g:	uh-huh
f:	right okay
g:	and then slope the line right out to the side of the page
f:	right out to the side of the page
g:	uh-huh
f:	right
g:	the outside of the page and then eh sort of draw a are you about in line with the rocket bit or have you done that
f:	no i'm past the rocket
g:	no but like see where your line is at the side of the page is that at rocket like where the words rocket are written
f:	oh aye near enough
g:	right so we just like take the line down vertically down the side of the page
f:	down the side of the page
g:	for about two centimetres
f:	right
g:	and then curve it back in towards the old light house don't have a cave
f:	past the cave well there's a cave in between the rocket warehouse and the old lighthouse
g:	you going to hit it
f:	yes if i go in so i'll come down further than the two centimetres
g:	okay
f:	and go past down below the cave
g:	yes yeah oh will that put you in the sea
f:	no it's not in the sea
g:	okay then
f:	and i've and then where do i go after that to the old lighthouse
g:	just stop at the old lighthouse uh-huh
f:	just stop at the old lighthouse okay
g:	right
