f:	it's above the diamond mine
M:	"!!!'!!!'!!""!!8!!4!!88!!2016!!2017!!2018!!2020!!2019!! 2016!!18!!488!!48!!248!!vw!!7!!8000!!6!!81!!84!!"
f:	right
M:	and then go down about an inch and a half directly down
f:	where down past the diamond mine
M:	go down
f:	right
M:	"!!!!!!'!!!'!!""!!112!!226!!228!!456!!4!!424!!423!!236!!8!!88!!328!!288!!232!!48!!36!!"
f:	okay
M:	right i'm there
f:	right mm
M:	and stop right underneath the fast flowing river
f:	so i'm making a curve round the diamond mine yeah
M:	yeah
f:	no no no no
M:	right so i'm going down towards the word diamond mine
f:	pass it yeah just slightly
M:	"!!!!'!!'!!""!! siri!!"
f:	yeah right okay right
M:	okay
f:	ehm no
M:	no
f:	got a fast running creek and canoes and things
M:	no
f:	what round up the top of it
M:	ehm sort of up and round
f:	right
M:	"!!!'!!'t!!!'!!""!! rem!!okay!!you!!2!!8!!4!!7!!6!!72!!96!!"
f:	the right-hand side
M:	mmhmm
f:	yeah
M:	and then go straight along
f:	yeah
M:	right go up and above them
f:	so i'm bypassing canoes yeah
M:	right go right down to the side of the apache village
f:	oh well maybe you don't have canoe
M:	"!!!!!!2018!!2019!!2020!!2017!! 2017!!'!!""!!!!8!!4!!"
f:	right okay left-hand side of the apache
M:	right
f:	ehm no don't have one
M:	do i go along to the left-most page
f:	yeah
M:	"!!!'!!!'!!""!!:'!! rem!!okay!!mm!!s!!r!!i!!right!!there!!yeah!!it!!"
f:	over the top okay
M:	and then head up towards the east lake
f:	mmhmm now where which way am i heading down
M:	right you're going down the way
f:	aye
M:	right head down about four inches
f:	from the top
M:	yeah
f:	and it's on the left well i'm coming from the left to go to above it
M:	uh-huh
f:	right
M:	okay
f:	yeah
M:	well you go round it and then down and underneath the bottom of it
f:	no
M:	no you're going down
f:	no
M:	right okay
f:	so i'm going over stone creek
M:	ehm no you're going down you're just going down
f:	well above it anyway on no wait a minute i have got flat rocks
M:	no
f:	yeah okay
M:	okay now go down about an inch and a half directly down
f:	right right
M:	right
f:	mmhmm
M:	and then turn right
f:	right right
M:	then you're going to go up straight up towards east lake
f:	mmhmm
M:	go up about an about two centimetres
f:	yeah right
M:	now see how the buffalo is
f:	nope
M:	"!!!'!!""!!.!!2016!! 2016!!"
f:	mmhmm
M:	and the buffalo well on the eastern side of the water bit you see where the water is
f:	mmhmm
M:	and you're going to come up ehm going to the left of that and you're kind of going to have a curve which curves to the right
f:	yeah
M:	right okay
f:	right and then go under the fort
M:	under the fort mm
f:	i'm under the fort
M:	under the fort go underneath the fort and then
f:	mmhmm
M:	and then go to your right
f:	good
