Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	a fast running creek	35	30	1	M	6, 35
2	2	4	do you want to	114	70	1	g	45, 114
2	2	4	the bottom of a	97	10	1	M	88, 97
10	10	3	you have a	24	153	3	g	3, 11, 21, 24, 25, 61, 63, 87, 151, 155
5	5	3	the flat rocks	116	37	1	g	101, 116, 131, 133, 137
4	4	3	and do you	186	124	3	g	63, 139, 151, 186
4	4	3	have a graveyard	34	32	3	g	3, 21, 23, 34
4	2	3	you want to	139	123	1	g	45, 114, 139, 167
3	1	3	a fast running	35	30	2	M	6, 14, 35
3	3	3	i don't have	86	81	1	g	35, 86, 115
3	1	3	the bottom of	97	48	2	M	50, 88, 97
2	2	3	and above the	122	2	1	g	121, 122
2	1	3	fast running creek	35	30	1	M	6, 35
2	2	3	get to the	184	146	1	g	39, 184
2	2	3	go between the	101	28	1	M	74, 101
2	2	3	go south and	187	2	1	M	186, 187
2	2	3	got a fast	35	22	1	M	14, 35
2	2	3	have flat rocks	115	30	1	M	86, 115
2	2	3	how do you	194	100	1	g	95, 194
2	2	3	just go between	74	4	1	g	71, 74
2	2	3	right in line	166	2	1	g	165, 166
20	12	2	do you	52	192	5	g	3, 15, 21, 25, 45, 52, 61, 63, 79, 85, 87, 95, 114, 115, 139, 151, 155, 185, 186, 194
20	8	2	have a	35	154	4	g	3, 11, 21, 23, 24, 25, 34, 35, 36, 42, 61, 63, 64, 66, 87, 92, 151, 154, 155, 156
18	8	2	you have	4	183	1	g	3, 4, 11, 15, 21, 24, 25, 26, 61, 63, 79, 85, 87, 115, 139, 151, 155, 185
14	14	2	below the	2	163	1	g	1, 2, 9, 19, 29, 97, 119, 127, 129, 131, 133, 137, 159, 163
13	13	2	the fort	182	33	4	g	165, 167, 175, 181, 182, 183, 184, 185, 187, 189, 191, 193, 197
12	12	2	and then	176	157	8	g	31, 47, 49, 75, 101, 147, 167, 175, 176, 179, 185, 187
11	11	2	of the	53	148	1	M	50, 53, 65, 67, 72, 129, 142, 165, 189, 191, 197
9	7	2	to the	39	172	2	M	26, 30, 39, 50, 118, 184, 191, 196, 197
8	1	2	flat rocks	86	53	1	g	85, 86, 101, 115, 116, 131, 133, 137
8	5	2	i don't	35	153	3	M	8, 10, 34, 35, 86, 115, 136, 160
8	8	2	in a	95	150	2	M	18, 54, 95, 99, 101, 139, 147, 167
7	7	2	wooden pole	80	197	2	g	1, 79, 80, 121, 127, 189, 197
6	3	2	a fast	6	33	1	g	3, 6, 11, 14, 33, 35
6	2	2	a graveyard	4	32	1	g	3, 4, 21, 23, 33, 34
6	5	2	above the	122	159	4	g	1, 51, 65, 121, 122, 159
6	6	2	at the	103	102	1	M	88, 103, 106, 165, 166, 189
6	4	2	between the	74	121	1	g	65, 74, 101, 113, 167, 185
6	4	2	just go	74	152	2	g	45, 71, 74, 187, 192, 196
6	1	2	the flat	132	37	1	g	101, 116, 131, 132, 133, 137
5	2	2	don't have	86	113	3	g	3, 23, 35, 86, 115
5	5	2	go to	31	171	1	M	26, 31, 50, 53, 196
5	5	2	the top	166	120	4	g	47, 65, 67, 165, 166
5	1	2	want to	72	123	1	g	45, 72, 114, 139, 167
4	4	2	do that	101	135	2	M	56, 94, 101, 190
4	4	2	don't know	34	156	1	g	5, 34, 136, 160
4	2	2	go south	186	95	2	g	93, 145, 186, 187
4	2	2	how do	95	139	1	M	56, 95, 190, 194
4	4	2	okay then	22	169	1	g	19, 22, 41, 187
4	2	2	south and	186	9	2	g	179, 185, 186, 187
4	1	2	the bottom	106	57	2	M	50, 88, 97, 106
4	4	2	the ghost	122	14	2	g	117, 119, 122, 130
4	4	2	up and	174	130	2	g	47, 171, 174, 176
3	3	2	a cattle	170	20	2	g	151, 167, 170
3	3	2	a river	41	39	1	M	4, 41, 42
3	3	2	go up	118	125	1	g	47, 118, 171
3	1	2	got a	41	28	1	M	14, 35, 41
3	3	2	i know	72	96	1	g	39, 72, 134
3	1	2	in line	166	50	2	g	117, 165, 166
3	3	2	on my	136	50	1	g	115, 136, 164
3	1	2	running creek	36	31	1	M	6, 35, 36
3	3	2	the left	191	18	1	M	180, 191, 197
3	3	2	then pass	124	49	1	g	119, 124, 167
3	3	2	then right	176	158	2	g	19, 41, 176
3	3	2	what you	93	135	1	M	28, 93, 162
3	3	2	you're going	138	128	1	g	19, 138, 146
2	2	2	a creek	42	2	1	g	41, 42
2	2	2	a very	167	168	1	M	0, 167
2	2	2	before the	182	174	1	g	9, 182
2	2	2	can you	168	68	1	g	101, 168
2	2	2	come down	105	6	1	M	100, 105
2	2	2	going into	146	6	1	g	141, 146
2	2	2	have an	16	2	1	g	15, 16
2	2	2	have no	80	2	1	g	79, 80
2	2	2	right at	165	78	1	M	88, 165
2	2	2	right then	148	30	1	g	119, 148
2	2	2	straight line	147	76	1	M	72, 147
2	2	2	the graveyard	26	26	1	g	1, 26
2	2	2	to go	26	8	1	g	19, 26
2	2	2	well then	125	68	1	M	58, 125
2	2	2	where the	52	6	1	g	47, 52
2	2	2	you get	172	134	1	g	39, 172
2	2	2	you got	133	120	1	M	14, 133
74	28	1	the	12	197	1	g	1, 2, 9, 12, 19, 26, 27, 29, 30, 39, 40, 47, 50, 51, 52, 53, 59, 62, 65, 67, 72, 74, 88, 90, 93, 95, 97, 100, 101, 102, 103, 106, 110, 113, 116, 117, 118, 119, 121, 122, 127, 128, 129, 130, 131, 132, 133, 137, 142, 146, 147, 157, 159, 163, 165, 166, 167, 168, 171, 175, 177, 178, 180, 181, 182, 183, 184, 185, 187, 189, 191, 193, 196, 197
52	25	1	you	4	196	1	g	3, 4, 9, 11, 12, 14, 15, 21, 24, 25, 26, 28, 29, 39, 40, 45, 46, 52, 61, 63, 76, 79, 85, 87, 93, 95, 97, 101, 105, 108, 114, 115, 118, 125, 133, 139, 142, 151, 155, 162, 167, 168, 170, 172, 181, 183, 185, 186, 187, 192, 194, 198
51	18	1	a	16	171	1	M	0, 3, 4, 6, 11, 14, 16, 18, 20, 21, 23, 24, 25, 33, 34, 35, 36, 41, 42, 54, 61, 63, 64, 66, 76, 81, 84, 87, 88, 90, 92, 95, 97, 98, 99, 101, 106, 128, 135, 138, 139, 141, 142, 147, 151, 154, 155, 156, 158, 167, 170
47	40	1	right	88	187	12	g	7, 19, 29, 31, 35, 41, 45, 59, 71, 73, 79, 83, 88, 89, 91, 93, 94, 96, 97, 101, 109, 111, 115, 119, 120, 123, 131, 135, 137, 139, 143, 144, 145, 148, 157, 159, 161, 165, 166, 167, 169, 173, 175, 176, 177, 192, 193
39	24	1	and	16	197	1	g	1, 16, 31, 40, 42, 47, 49, 53, 63, 65, 72, 75, 90, 92, 95, 101, 113, 118, 121, 122, 138, 139, 142, 147, 151, 167, 171, 174, 175, 176, 179, 180, 185, 186, 187, 189, 193, 195, 197
35	28	1	i	35	183	6	M	8, 10, 16, 18, 30, 34, 35, 36, 39, 42, 52, 56, 64, 70, 72, 80, 86, 90, 92, 94, 104, 110, 115, 126, 134, 136, 142, 154, 156, 160, 170, 172, 184, 188, 190
33	2	1	have	90	183	1	g	3, 4, 11, 15, 16, 21, 23, 24, 25, 26, 34, 35, 36, 42, 61, 63, 64, 66, 79, 80, 85, 86, 87, 90, 92, 105, 115, 139, 151, 154, 155, 156, 185
30	12	1	go	26	188	2	g	9, 19, 26, 27, 31, 32, 40, 45, 46, 47, 50, 52, 53, 71, 74, 93, 95, 101, 118, 127, 129, 139, 145, 157, 171, 185, 186, 187, 192, 196
29	15	1	to	7	198	2	M	0, 4, 7, 19, 26, 28, 30, 31, 39, 40, 45, 50, 53, 72, 97, 100, 114, 118, 133, 139, 161, 167, 168, 175, 184, 189, 191, 196, 197
28	4	1	do	28	192	4	g	3, 15, 21, 25, 28, 45, 52, 56, 61, 63, 79, 85, 87, 93, 94, 95, 98, 101, 114, 115, 139, 151, 155, 156, 185, 186, 190, 194
23	3	1	then	48	169	1	g	19, 22, 31, 41, 47, 48, 49, 58, 75, 93, 101, 119, 124, 125, 147, 148, 167, 173, 175, 176, 179, 185, 187
22	10	1	of	50	161	2	g	37, 47, 50, 53, 65, 67, 72, 81, 88, 92, 95, 97, 129, 135, 142, 147, 165, 175, 178, 189, 191, 197
18	14	1	okay	22	185	3	g	3, 17, 19, 22, 35, 40, 41, 69, 85, 91, 93, 96, 101, 139, 149, 152, 153, 187
17	6	1	don't	27	185	2	g	3, 5, 8, 10, 23, 27, 34, 35, 44, 86, 115, 127, 129, 136, 160, 167, 187
17	12	1	just	72	188	5	g	9, 39, 45, 51, 71, 72, 74, 100, 105, 110, 118, 125, 147, 167, 187, 192, 196
15	4	1	in	87	150	3	M	18, 40, 54, 87, 90, 95, 99, 101, 116, 117, 139, 147, 165, 166, 167
14	1	1	fort	182	43	5	g	155, 165, 167, 175, 181, 182, 183, 184, 185, 187, 189, 191, 193, 197
13	8	1	creek	11	124	1	M	6, 11, 35, 36, 41, 42, 47, 87, 90, 92, 101, 121, 129
13	13	1	i'm	37	167	2	M	12, 34, 37, 78, 100, 110, 136, 140, 158, 162, 164, 172, 178
13	7	1	south	138	148	5	g	49, 51, 77, 93, 95, 138, 139, 145, 179, 185, 186, 187, 196
13	11	1	you're	38	142	1	g	19, 38, 39, 103, 105, 112, 125, 135, 138, 140, 141, 146, 160
12	12	1	but	1	198	1	M	0, 1, 2, 34, 39, 64, 65, 72, 121, 129, 191, 197
12	11	1	no	26	133	1	g	9, 26, 27, 39, 44, 64, 79, 80, 127, 131, 140, 141
11	4	1	know	8	156	1	g	5, 8, 28, 34, 39, 52, 70, 72, 134, 136, 160
11	7	1	that	53	183	1	M	8, 53, 56, 82, 87, 94, 101, 125, 162, 178, 190
11	8	1	what	93	135	3	M	28, 30, 82, 93, 98, 113, 134, 136, 140, 160, 162
10	10	1	is	47	175	2	M	8, 30, 47, 68, 82, 93, 102, 106, 128, 182
10	10	1	not	141	198	5	M	0, 20, 34, 52, 140, 141, 142, 158, 162, 197
9	7	1	down	100	137	3	g	49, 51, 97, 100, 105, 173, 174, 175, 185
9	8	1	pass	62	115	1	g	53, 62, 65, 97, 101, 119, 124, 133, 167
8	2	1	at	88	117	1	g	79, 88, 103, 106, 165, 166, 189, 195
8	1	1	between	142	121	2	g	65, 71, 74, 101, 113, 142, 167, 185
8	1	1	pole	81	197	2	g	1, 79, 80, 81, 121, 127, 189, 197
8	4	1	up	118	147	1	g	47, 118, 171, 172, 174, 176, 180, 193
8	6	1	well	58	143	2	g	15, 41, 58, 65, 85, 115, 125, 157
7	1	1	above	122	159	5	g	1, 51, 65, 105, 121, 122, 159
7	7	1	city	72	53	3	g	61, 65, 67, 72, 93, 103, 113
7	1	1	fast	9	33	1	g	3, 6, 9, 11, 14, 33, 35
7	3	1	how	108	139	1	M	56, 95, 108, 168, 172, 190, 194
7	4	1	on	115	153	2	M	12, 78, 115, 132, 136, 138, 164
7	4	1	river	4	40	1	g	3, 4, 9, 14, 33, 41, 42
6	4	1	cattle	170	35	2	g	151, 167, 170, 171, 177, 185
6	2	1	going	110	180	1	g	19, 110, 138, 141, 146, 198
6	3	1	left	161	66	1	M	132, 161, 175, 180, 191, 197
6	6	1	sure	125	129	2	M	34, 52, 125, 140, 142, 162
6	4	1	where	47	191	2	M	8, 12, 47, 52, 114, 198
5	5	1	be	6	191	1	g	5, 6, 43, 54, 195
5	3	1	before	182	176	2	g	9, 181, 182, 183, 184
5	3	1	can	101	99	1	M	94, 101, 118, 168, 192
5	5	1	curve	100	74	1	g	95, 100, 139, 167, 168
5	2	1	get	39	175	1	M	10, 39, 72, 172, 184
5	2	1	got	33	120	1	M	14, 33, 35, 41, 133
5	5	1	it	6	114	1	g	5, 6, 10, 105, 118
5	5	1	now	61	135	1	M	12, 61, 62, 120, 146
5	3	1	straight	167	122	1	M	72, 147, 167, 187, 193
5	5	1	yeah	72	192	1	g	5, 72, 125, 193, 196
4	4	1	about	165	64	3	M	102, 136, 160, 165
4	4	1	bar	142	7	1	g	141, 142, 146, 147
4	4	1	until	110	102	3	g	9, 51, 79, 110
4	4	1	with	117	108	1	M	90, 117, 165, 197
3	1	1	an	167	153	1	g	15, 16, 167
3	3	1	base	189	88	1	M	110, 189, 197
3	1	1	come	105	66	2	M	40, 100, 105
3	1	1	into	141	75	1	M	72, 141, 146
3	3	1	they	44	50	1	g	43, 44, 92
2	2	1	all	92	14	1	g	79, 92
2	2	1	by	162	110	1	g	53, 162
2	2	1	could	6	2	1	g	5, 6
2	2	1	i've	42	2	1	g	41, 42
2	2	1	like	167	38	1	M	130, 167
2	2	1	opposite	189	12	1	M	178, 189
2	2	1	stuck	38	2	1	g	37, 38
2	2	1	thing	128	48	1	g	81, 128
2	2	1	two	74	4	1	g	71, 74
2	1	1	very	167	168	1	M	0, 167
2	2	1	wait	40	2	1	g	39, 40

