Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	go back to the	140	16	1	M	125, 140
2	2	4	me to turn right	136	30	1	M	107, 136
4	4	3	go to the	57	148	1	f	30, 57, 125, 177
4	4	3	i don't know	105	74	1	f	94, 105, 153, 167
3	3	3	the caravan park	16	24	1	M	1, 16, 24
3	3	3	the maps have	67	4	1	f	66, 67, 69
3	3	3	to the abandoned	125	37	1	f	104, 125, 140
2	2	3	come up to	107	4	1	f	104, 107
2	2	3	right i think	140	6	1	M	135, 140
11	7	2	i don't	95	177	2	f	30, 94, 95, 105, 118, 139, 153, 167, 174, 182, 206
10	10	2	of the	30	139	1	M	13, 30, 35, 61, 124, 125, 126, 134, 137, 151
9	6	2	the abandoned	125	76	4	f	76, 104, 112, 120, 125, 134, 140, 146, 151
8	2	2	to the	57	148	2	f	30, 34, 57, 104, 125, 127, 140, 177
7	7	2	the map	31	105	1	f	30, 31, 54, 59, 124, 126, 134
6	6	2	by the	123	105	3	f	42, 112, 120, 123, 134, 146
6	4	2	i think	130	133	1	M	77, 130, 135, 140, 145, 209
6	3	2	the caravan	17	35	1	M	1, 16, 17, 19, 24, 35
6	6	2	the right	44	195	2	M	3, 13, 44, 131, 140, 197
6	4	2	turn right	107	67	1	f	106, 107, 112, 120, 136, 172
5	5	2	have a	174	124	3	M	71, 89, 99, 174, 194
5	5	2	in the	58	41	1	M	57, 58, 59, 61, 97
4	4	2	and then	106	143	1	M	35, 106, 136, 177
4	4	2	back down	171	164	3	f	8, 166, 170, 171
4	4	2	but the	65	6	1	f	64, 65, 67, 69
4	1	2	go to	177	148	1	f	30, 57, 125, 177
4	4	2	is it	218	196	3	M	23, 25, 103, 218
4	4	2	the forest	70	37	1	M	65, 70, 97, 101
4	1	2	the maps	98	33	1	f	66, 67, 69, 98
4	4	2	turn left	119	113	2	f	34, 118, 119, 146
3	3	2	a forest	63	35	1	f	62, 63, 96
3	3	2	aye but	69	87	1	f	64, 69, 150
3	3	2	aye i'm	187	180	2	f	8, 42, 187
3	3	2	been drawn	67	4	1	f	66, 67, 69
3	1	2	come up	134	31	1	f	104, 107, 134
3	3	2	edge of	131	8	2	f	124, 126, 131
3	3	2	have to	70	47	1	M	31, 70, 77
3	3	2	i have	194	74	2	M	121, 149, 194
3	3	2	i'm going	31	204	1	f	8, 31, 211
3	3	2	i'm heading	127	8	2	f	120, 124, 127
3	3	2	i've been	101	126	1	f	96, 101, 221
3	3	2	left then	37	20	2	f	18, 34, 37
3	1	2	right i	135	7	1	f	134, 135, 140
3	3	2	should be	151	149	1	f	20, 151, 168
3	3	2	the lake	214	64	2	M	151, 177, 214
3	3	2	to a	210	35	1	M	177, 210, 211
3	1	2	to turn	136	32	2	M	105, 107, 136
2	2	2	always on	197	2	1	f	196, 197
2	2	2	be doing	123	2	1	f	122, 123
2	2	2	come to	141	2	1	f	140, 141
2	2	2	have any	182	8	1	M	175, 182
2	2	2	how how	39	2	1	f	38, 39
2	2	2	i know	220	48	1	M	173, 220
2	2	2	i'll have	71	2	1	f	70, 71
2	2	2	it's the	131	2	1	f	130, 131
2	2	2	keep going	208	202	1	M	7, 208
2	2	2	no you	177	56	1	f	122, 177
2	2	2	on my	196	48	1	M	149, 196
2	2	2	right now	85	66	1	f	20, 85
2	2	2	see a	207	2	1	f	206, 207
2	2	2	test site	207	2	1	f	206, 207
2	2	2	the edge	127	4	1	f	124, 127
2	2	2	the road	61	4	1	f	58, 61
2	2	2	to go	125	56	1	f	70, 125
2	2	2	trig points	183	2	1	f	182, 183
2	2	2	you should	168	18	1	M	151, 168
56	44	1	right	4	210	1	M	3, 4, 10, 13, 14, 16, 18, 19, 20, 27, 28, 32, 33, 36, 37, 40, 44, 46, 54, 72, 74, 82, 83, 85, 96, 100, 106, 107, 110, 112, 119, 120, 130, 131, 134, 135, 136, 140, 141, 143, 144, 148, 151, 152, 164, 165, 170, 172, 178, 192, 197, 198, 200, 205, 208, 212
54	14	1	the	16	215	3	M	1, 3, 13, 16, 17, 19, 24, 29, 30, 31, 34, 35, 42, 44, 49, 54, 57, 58, 59, 61, 64, 65, 66, 67, 69, 70, 73, 75, 76, 97, 98, 101, 104, 112, 120, 123, 124, 125, 126, 127, 130, 131, 134, 137, 140, 146, 151, 170, 177, 181, 197, 213, 214, 215
38	18	1	i	20	213	3	M	9, 13, 17, 20, 30, 77, 94, 95, 105, 112, 115, 118, 120, 121, 122, 130, 134, 135, 138, 139, 140, 145, 148, 149, 153, 155, 167, 169, 173, 174, 182, 194, 206, 207, 208, 209, 220, 221
30	17	1	a	62	199	3	M	13, 29, 31, 62, 63, 71, 75, 77, 79, 83, 88, 89, 96, 99, 118, 131, 147, 160, 168, 174, 177, 178, 187, 194, 206, 207, 208, 209, 210, 211
30	27	1	you	94	211	10	M	9, 29, 31, 39, 55, 59, 77, 79, 89, 93, 94, 119, 122, 123, 125, 136, 139, 141, 148, 151, 157, 166, 168, 175, 177, 183, 185, 197, 199, 219
27	12	1	to	30	201	2	M	21, 23, 30, 31, 34, 57, 70, 74, 77, 94, 104, 105, 107, 123, 125, 127, 136, 140, 141, 150, 163, 167, 171, 177, 210, 211, 221
22	16	1	aye	11	215	2	f	8, 10, 11, 22, 42, 52, 60, 64, 65, 69, 76, 81, 96, 130, 150, 156, 169, 172, 186, 187, 202, 222
19	4	1	have	93	164	1	M	31, 66, 67, 69, 70, 71, 77, 89, 93, 99, 121, 139, 149, 168, 174, 175, 182, 183, 194
17	9	1	i'm	49	206	1	f	8, 31, 42, 49, 56, 79, 94, 120, 124, 127, 141, 151, 159, 170, 187, 211, 213
17	13	1	it	56	196	2	M	23, 25, 56, 59, 71, 74, 77, 103, 104, 131, 137, 138, 149, 162, 189, 200, 218
16	12	1	and	34	187	2	M	29, 31, 34, 35, 57, 81, 106, 107, 119, 130, 136, 141, 146, 168, 177, 215
16	12	1	left	35	196	2	f	18, 34, 35, 37, 45, 47, 79, 118, 119, 129, 130, 131, 146, 150, 196, 213
14	13	1	no	88	204	2	M	3, 15, 88, 90, 92, 102, 115, 121, 122, 174, 177, 182, 184, 206
14	14	1	that	94	207	2	M	13, 61, 94, 111, 120, 122, 148, 153, 155, 157, 161, 202, 209, 219
13	10	1	i've	97	154	4	f	68, 74, 88, 96, 97, 101, 134, 138, 148, 178, 210, 220, 221
13	2	1	turn	34	142	1	M	31, 34, 45, 105, 106, 107, 112, 118, 119, 120, 136, 146, 172
12	8	1	is	20	207	2	M	13, 19, 20, 23, 25, 61, 75, 103, 153, 209, 218, 219
12	1	1	of	75	139	1	M	13, 30, 35, 61, 75, 124, 125, 126, 131, 134, 137, 151
11	6	1	but	65	152	2	f	58, 64, 65, 67, 69, 88, 97, 107, 124, 150, 209
11	4	1	map	49	105	1	f	30, 31, 49, 54, 59, 99, 101, 124, 126, 131, 134
11	8	1	on	196	201	7	M	13, 15, 29, 101, 121, 149, 151, 196, 197, 201, 213
10	5	1	be	31	186	1	f	20, 31, 77, 83, 122, 123, 141, 151, 168, 205
10	4	1	go	18	193	1	M	9, 18, 29, 30, 57, 70, 125, 140, 177, 201
10	8	1	i'll	70	199	1	M	7, 70, 71, 81, 83, 111, 141, 161, 163, 205
9	4	1	come	34	149	1	M	23, 34, 104, 107, 134, 140, 141, 166, 171
9	4	1	in	68	55	1	M	57, 58, 59, 61, 68, 77, 83, 97, 111
9	9	1	so	151	200	5	f	16, 90, 96, 100, 112, 151, 155, 170, 215
8	2	1	then	35	160	2	f	18, 34, 35, 37, 106, 107, 136, 177
8	8	1	there	25	186	1	f	20, 25, 43, 53, 83, 91, 147, 205
7	1	1	by	123	105	4	f	42, 66, 112, 120, 123, 134, 146
7	2	1	going	15	205	1	M	7, 8, 15, 31, 121, 208, 211
7	1	1	think	139	133	1	M	77, 130, 135, 139, 140, 145, 209
7	5	1	up	54	152	1	M	9, 54, 81, 104, 107, 134, 160
6	1	1	back	170	164	1	f	8, 125, 140, 166, 170, 171
6	2	1	edge	128	8	2	f	124, 126, 127, 128, 129, 131
6	6	1	fenced	91	88	1	f	88, 91, 93, 100, 174, 175
6	3	1	lake	178	64	2	M	151, 177, 178, 208, 210, 214
6	6	1	meadow	89	90	1	f	88, 89, 100, 103, 174, 177
6	4	1	see	68	167	2	M	41, 59, 68, 185, 206, 207
5	5	1	again	165	153	3	f	18, 34, 160, 165, 170
5	1	1	down	31	164	1	f	8, 31, 166, 170, 171
5	5	1	got	181	63	2	f	148, 178, 181, 202, 210
5	4	1	it's	130	132	1	M	29, 130, 131, 150, 160
5	5	1	just	148	166	3	M	49, 75, 81, 148, 214
5	3	1	my	126	116	1	M	81, 126, 149, 150, 196
5	5	1	oh	146	119	3	M	53, 133, 135, 146, 171
5	5	1	that's	90	220	1	M	3, 90, 152, 170, 222
4	4	1	are	98	26	3	M	73, 79, 91, 98
4	1	1	heading	134	15	2	f	120, 124, 127, 134
4	2	1	how	55	68	1	f	38, 39, 55, 105
4	2	1	now	85	142	2	f	14, 20, 85, 155
4	1	1	park	29	29	1	M	1, 16, 24, 29
4	4	1	this	128	91	2	M	55, 123, 128, 145
4	2	1	trig	185	6	1	f	182, 183, 185, 187
3	3	1	another	87	3	1	f	86, 87, 88
3	3	1	different	99	34	2	f	66, 98, 99
3	3	1	for	21	30	1	f	20, 21, 49
3	3	1	if	125	32	2	f	94, 120, 125
3	1	1	keep	208	202	2	M	7, 111, 208
3	2	1	me	136	54	1	M	107, 136, 160
3	3	1	nae	103	16	2	f	88, 100, 103
3	3	1	okay	84	34	1	M	81, 84, 114
3	3	1	out	35	20	2	f	16, 34, 35
3	3	1	well	97	117	1	f	14, 97, 130
2	2	1	at	76	6	1	M	71, 76
2	2	1	done	145	8	1	f	138, 145
2	2	1	here	128	8	1	M	121, 128
2	2	1	one	86	84	1	M	3, 86
2	2	1	round	200	156	1	M	45, 200
2	2	1	sorry	159	22	1	f	138, 159
2	2	1	still	150	108	1	M	43, 150
2	2	1	top	134	102	1	M	33, 134
2	2	1	verstanden	109	2	1	f	108, 109
2	2	1	was	137	4	1	f	134, 137
2	2	1	we'll	189	50	1	f	140, 189
2	2	1	yes	217	140	1	f	78, 217

