Freq.	Size	Surface Form	Spanning	First Speaker	Turns
2	10	just go down the left-hand side of the pine forest	41	g	49, 89
3	7	go down the left-hand side of the	77	g	49, 89, 125
3	7	the left-hand side of the pine forest	41	g	49, 63, 89
2	7	two and a half inches three inches	43	g	5, 47
2	6	i don't have a bay there	11	g	53, 63
2	6	on the left-hand side of the	57	g	7, 63
2	6	to the left of crane bay	3	g	115, 117
7	5	the left-hand side of the	131	g	7, 49, 63, 89, 105, 125, 137
3	5	on the left-hand side of	127	g	7, 63, 133
2	5	an inch and a half	111	g	7, 117
2	5	as long as you avoid	35	g	41, 75
2	5	but beneath the pine forest	3	g	73, 75
2	5	in line with the wheatfields	3	g	73, 75
2	5	or so to the left	5	g	115, 119
2	5	the left-hand side of it	113	g	21, 133
2	5	to the left-hand side of	85	g	21, 105
2	5	you don't have a forge	7	g	1, 7
5	4	have you got a	81	g	47, 55, 103, 119, 127
4	4	of the pine forest	41	g	49, 63, 65, 89
4	4	on the left-hand side	127	g	7, 63, 81, 133
4	4	to the left of	33	g	91, 115, 117, 123
3	4	and a half inches	43	g	5, 25, 47
3	4	you get to the	45	g	63, 91, 107
2	4	about two inches down	79	g	1, 79
2	4	above the rocket warehouse	3	g	121, 123
2	4	an inch or so	9	g	115, 123
2	4	inches down from the	65	g	11, 75
2	4	okay so you go	117	g	1, 117
2	4	once you're at the	19	g	47, 65
2	4	side of the bakery	9	g	97, 105
2	4	the bottom of the	63	g	3, 65
2	4	the cross is right	7	g	131, 137
2	4	the forge and the	39	g	41, 79
2	4	the pine forest okay	3	g	73, 75
2	4	two or three inches	55	g	21, 75
2	4	where it says cliffs	3	g	19, 21
2	4	where it says pine	27	g	65, 91
2	4	you're at the top	65	g	47, 111
11	3	the left-hand side	131	g	7, 21, 49, 63, 81, 89, 91, 105, 125, 133, 137
10	3	left-hand side of	131	g	7, 21, 49, 63, 89, 105, 111, 125, 133, 137
6	3	and a half	113	g	5, 7, 25, 47, 105, 117
6	3	have you got	81	g	47, 55, 67, 103, 119, 127
6	3	the pine forest	41	g	49, 63, 65, 73, 75, 89
6	3	to the left	119	g	5, 91, 115, 117, 119, 123
6	3	where it says	97	g	19, 21, 65, 91, 111, 115
5	3	of the pine	43	g	47, 49, 63, 65, 89
4	3	about two inches	107	g	1, 79, 105, 107
4	3	at the top	65	g	47, 53, 59, 111
4	3	in line with	43	g	73, 75, 105, 115
4	3	of crane bay	11	g	107, 111, 115, 117
4	3	you don't have	107	g	1, 7, 41, 107
3	3	a bay there	13	g	51, 53, 63
3	3	above the bakery	21	g	75, 91, 95
3	3	an inch or	19	g	105, 115, 123
3	3	down from the	65	g	11, 25, 75
3	3	draw a line	31	g	91, 119, 121
3	3	inches down from	69	g	11, 75, 79
3	3	just go down	59	g	49, 89, 107
3	3	more or less	29	g	39, 63, 67
3	3	the forge and	45	g	35, 41, 79
3	3	the old pine	45	g	35, 63, 79
3	3	the rocket warehouse	9	g	121, 123, 129
3	3	you get to	45	g	63, 91, 107
3	3	you know two	115	g	5, 21, 119
2	3	about an inch	3	g	115, 117
