Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	4	the top of the	49	20	1	g	30, 49
3	1	3	the top of	49	32	2	g	18, 30, 49
3	3	3	you're going to	17	18	2	g	0, 16, 17
2	2	3	about two inches	89	14	1	g	76, 89
2	2	3	of the mountain	104	56	1	M	49, 104
13	13	2	do you	31	75	1	g	28, 31, 48, 49, 52, 66, 69, 76, 82, 84, 90, 99, 102
11	8	2	of the	49	83	3	g	22, 28, 30, 49, 50, 51, 58, 63, 70, 82, 104
11	11	2	you have	57	98	4	g	8, 28, 48, 52, 57, 66, 82, 84, 90, 102, 105
10	10	2	to the	25	58	2	g	0, 18, 25, 28, 31, 45, 49, 50, 53, 57
7	7	2	have a	17	95	1	g	8, 17, 28, 42, 66, 82, 102
6	3	2	going to	40	52	2	g	0, 16, 17, 40, 45, 51
5	5	2	and then	103	104	4	g	0, 10, 18, 88, 103
5	5	2	the right	9	29	1	g	0, 9, 18, 23, 28
4	4	2	in the	87	80	1	g	16, 87, 91, 95
4	1	2	the top	64	47	2	g	18, 30, 49, 64
4	4	2	to go	57	60	1	g	16, 57, 63, 75
3	1	2	about two	89	32	2	g	58, 76, 89
3	3	2	and the	95	60	2	g	36, 48, 95
3	3	2	right now	32	98	1	M	7, 32, 104
3	3	2	the cottage	53	40	2	g	14, 36, 53
3	3	2	to do	11	84	1	g	0, 11, 83
3	3	2	up the	104	92	2	M	13, 51, 104
3	3	2	you go	31	39	1	g	18, 31, 56
2	2	2	go down	103	28	1	g	76, 103
2	2	2	if you	101	20	1	g	82, 101
2	2	2	the lake	51	40	1	g	12, 51
2	2	2	to curve	5	6	1	g	0, 5
2	2	2	you don't	75	34	1	g	42, 75
51	33	1	the	3	105	1	g	0, 3, 5, 9, 11, 12, 13, 14, 16, 18, 22, 23, 24, 25, 28, 30, 31, 32, 34, 36, 41, 44, 45, 46, 48, 49, 50, 51, 52, 53, 54, 57, 58, 62, 63, 64, 65, 70, 71, 73, 78, 82, 84, 87, 88, 91, 92, 95, 96, 97, 104
35	18	1	you	1	106	1	g	0, 1, 5, 8, 18, 28, 30, 31, 42, 44, 48, 49, 52, 54, 56, 57, 58, 66, 67, 69, 75, 76, 78, 82, 84, 90, 92, 93, 94, 97, 99, 100, 101, 102, 105
28	11	1	to	5	106	1	g	0, 5, 10, 11, 16, 17, 18, 20, 25, 28, 31, 40, 45, 49, 50, 51, 53, 57, 62, 63, 66, 69, 70, 75, 83, 94, 99, 105
25	19	1	right	7	105	2	g	0, 6, 7, 9, 10, 16, 18, 20, 23, 27, 28, 30, 32, 44, 45, 46, 59, 60, 73, 76, 78, 94, 98, 100, 104
16	12	1	a	17	98	1	g	8, 17, 28, 32, 40, 42, 58, 66, 69, 79, 82, 87, 92, 94, 102, 105
16	8	1	and	13	104	2	g	0, 10, 13, 16, 18, 20, 22, 36, 42, 48, 50, 62, 88, 92, 95, 103
16	1	1	do	69	103	1	g	0, 11, 28, 31, 48, 49, 52, 66, 69, 76, 82, 83, 84, 90, 99, 102
16	8	1	go	16	92	1	M	13, 16, 18, 22, 31, 32, 46, 53, 56, 57, 63, 75, 76, 100, 103, 104
16	4	1	of	69	87	4	g	18, 22, 28, 30, 49, 50, 51, 58, 63, 69, 70, 78, 79, 82, 95, 104
15	15	1	i	40	85	4	M	17, 23, 27, 35, 40, 43, 69, 71, 74, 79, 81, 83, 85, 93, 101
14	1	1	have	78	98	1	g	8, 17, 28, 42, 48, 52, 57, 66, 78, 82, 84, 90, 102, 105
