Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
2	2	6	about two and a half inches	47	44	1	M	4, 47
3	3	5	about two inches to the	105	62	2	M	44, 82, 105
3	1	5	two and a half inches	5	44	1	M	4, 5, 47
2	2	5	the bottom of the pine	65	20	1	M	46, 65
2	2	5	to the bottom of the	46	44	1	g	3, 46
2	2	5	you got a rocket warehouse	140	22	1	g	119, 140
5	5	4	to the left of	91	80	1	M	44, 91, 115, 117, 123
4	1	4	and a half inches	25	44	1	M	4, 5, 25, 47
4	1	4	the bottom of the	92	90	1	g	3, 46, 65, 92
2	2	4	inches to the right	82	36	1	g	47, 82
2	2	4	the top of the	60	14	1	g	47, 60
7	4	3	about two inches	10	107	1	g	1, 10, 44, 79, 82, 105, 107
7	3	3	and a half	7	114	1	M	4, 5, 7, 25, 47, 105, 117
7	5	3	of the pine	47	46	2	M	44, 46, 47, 49, 63, 65, 89
7	2	3	to the left	44	119	1	g	5, 44, 91, 115, 117, 119, 123
6	4	3	you got a	140	94	5	g	47, 55, 103, 119, 127, 140
5	1	3	the bottom of	58	90	1	g	3, 46, 58, 65, 92
4	4	3	more or less	40	29	1	g	39, 40, 63, 67
4	2	3	to the right	82	66	2	g	47, 67, 82, 112
3	3	3	of the bakery	97	14	1	M	92, 97, 105
3	3	3	on the right-hand	97	127	1	M	8, 97, 134
2	2	3	half an inch	112	108	1	g	5, 112
2	2	3	of the old	82	20	1	g	63, 82
2	2	3	of the page	125	66	1	M	60, 125
19	6	2	to the	44	129	3	g	3, 5, 21, 44, 46, 47, 63, 67, 82, 91, 92, 105, 107, 112, 115, 117, 119, 123, 131
17	4	2	of the	44	135	2	g	3, 7, 44, 46, 47, 49, 58, 60, 63, 65, 82, 89, 92, 97, 105, 125, 137
11	5	2	the pine	44	53	2	g	37, 41, 44, 46, 47, 49, 63, 65, 73, 75, 89
10	1	2	about two	62	107	1	g	1, 4, 10, 44, 47, 62, 79, 82, 105, 107
10	4	2	got a	47	137	3	M	4, 10, 44, 47, 51, 55, 103, 119, 127, 140
8	1	2	a half	112	114	1	M	4, 5, 7, 25, 47, 105, 112, 117
8	8	2	at the	60	66	4	g	47, 53, 55, 59, 60, 65, 111, 112
8	8	2	go down	49	80	1	M	46, 49, 63, 89, 107, 109, 117, 125
8	6	2	on the	8	128	1	g	7, 8, 63, 81, 97, 123, 133, 134
8	1	2	the left	134	130	1	g	5, 44, 91, 115, 117, 119, 123, 134
8	1	2	two inches	119	119	1	g	1, 10, 44, 79, 82, 105, 107, 119
7	5	2	an inch	112	119	3	g	5, 7, 105, 112, 115, 117, 123
7	6	2	the bakery	92	31	2	g	75, 91, 92, 95, 97, 101, 105
7	1	2	you got	140	94	6	g	47, 55, 67, 103, 119, 127, 140
6	6	2	i've got	107	112	4	M	4, 10, 44, 56, 107, 115
6	4	2	rocket warehouse	130	22	4	g	119, 121, 123, 129, 130, 140
6	1	2	the bottom	55	90	1	g	3, 46, 55, 58, 65, 92
6	6	2	the the	60	79	3	g	1, 11, 21, 60, 63, 79
5	5	2	a forge	4	44	1	g	1, 4, 7, 10, 44
5	3	2	the top	60	65	3	g	47, 53, 59, 60, 111
4	4	2	below the	4	56	1	g	1, 4, 10, 56
4	4	2	down to	46	89	1	g	19, 46, 92, 107
4	4	2	of it	58	113	1	g	21, 58, 123, 133
4	4	2	the cliffs	10	17	2	g	1, 3, 10, 17
4	2	2	the old	82	48	3	g	35, 63, 79, 82
3	3	2	no no	88	76	2	g	13, 83, 88
3	1	2	the right-hand	97	127	1	M	8, 97, 134
2	2	2	a lighthouse	128	2	1	g	127, 128
2	2	2	about a	112	92	1	g	21, 112
2	2	2	cliffs okay	19	10	1	M	10, 19
2	2	2	do you	27	24	1	M	4, 27
2	2	2	go right	36	2	1	g	35, 36
2	2	2	it's it's	77	22	1	M	56, 77
2	2	2	past the	105	48	1	M	58, 105
2	2	2	right so	92	46	1	g	47, 92
2	2	2	tell you	85	72	1	M	14, 85
2	2	2	under the	35	22	1	M	14, 35
2	2	2	yeah well	63	6	1	M	58, 63
61	30	1	the	4	137	2	g	1, 3, 4, 5, 7, 8, 10, 11, 14, 15, 17, 21, 25, 33, 35, 37, 41, 43, 44, 46, 47, 49, 53, 55, 56, 58, 59, 60, 63, 65, 67, 69, 73, 75, 77, 79, 81, 82, 85, 89, 91, 92, 95, 97, 101, 105, 107, 111, 112, 113, 115, 117, 119, 121, 123, 125, 129, 131, 133, 134, 137
50	44	1	right	2	141	1	g	1, 2, 8, 12, 14, 16, 17, 18, 20, 22, 26, 35, 36, 42, 47, 50, 54, 60, 64, 66, 67, 68, 71, 76, 78, 82, 84, 86, 90, 92, 96, 99, 100, 106, 107, 110, 111, 112, 114, 116, 117, 118, 122, 124, 126, 131, 132, 136, 137, 141
36	28	1	you	4	140	1	g	1, 4, 5, 7, 11, 14, 21, 25, 27, 33, 35, 41, 47, 49, 55, 63, 67, 71, 73, 75, 77, 81, 85, 91, 93, 95, 103, 105, 107, 115, 117, 119, 123, 127, 137, 140
33	31	1	okay	10	139	1	g	1, 10, 11, 12, 19, 21, 22, 24, 26, 30, 31, 32, 35, 54, 65, 66, 67, 68, 73, 75, 81, 84, 91, 96, 106, 107, 110, 115, 117, 121, 123, 135, 139
28	11	1	a	4	140	1	g	1, 4, 5, 7, 10, 21, 25, 29, 44, 47, 51, 53, 55, 63, 67, 87, 91, 94, 97, 103, 105, 112, 117, 119, 121, 127, 128, 140
28	5	1	of	14	135	2	g	3, 7, 14, 21, 44, 46, 47, 49, 58, 60, 63, 65, 67, 82, 89, 91, 92, 97, 105, 107, 111, 115, 117, 123, 125, 133, 134, 137
27	12	1	to	4	137	2	g	1, 3, 4, 5, 19, 21, 41, 44, 46, 47, 63, 67, 75, 82, 85, 91, 92, 95, 105, 107, 112, 115, 117, 119, 123, 131, 137
23	21	1	it	36	131	4	g	11, 17, 19, 21, 36, 58, 65, 75, 77, 87, 91, 99, 105, 107, 109, 111, 115, 123, 131, 133, 137, 139, 141
22	12	1	down	46	125	8	g	1, 5, 7, 11, 19, 21, 25, 31, 46, 49, 58, 61, 63, 75, 79, 88, 89, 92, 107, 109, 117, 125
21	10	1	about	5	117	1	g	1, 4, 5, 9, 10, 11, 21, 25, 43, 44, 47, 62, 79, 82, 85, 87, 105, 107, 112, 115, 117
21	21	1	just	88	127	7	g	11, 49, 63, 65, 67, 73, 85, 88, 89, 95, 97, 107, 109, 111, 112, 115, 117, 121, 123, 131, 137
19	17	1	so	36	130	4	g	1, 9, 25, 35, 36, 44, 46, 47, 63, 81, 92, 105, 107, 111, 115, 117, 119, 123, 130
18	13	1	and	5	134	1	M	4, 5, 7, 21, 25, 31, 35, 41, 47, 63, 73, 79, 91, 105, 107, 117, 131, 137
18	12	1	go	36	125	5	g	1, 5, 17, 21, 35, 36, 46, 47, 49, 63, 89, 97, 107, 109, 117, 119, 123, 125
17	15	1	yeah	23	139	1	M	0, 23, 28, 29, 30, 34, 38, 39, 40, 58, 63, 70, 72, 95, 99, 135, 138
16	8	1	pine	44	65	5	g	27, 29, 35, 37, 41, 44, 46, 47, 49, 63, 65, 73, 75, 79, 89, 91
15	15	1	but	134	128	14	g	7, 17, 33, 45, 63, 73, 75, 77, 91, 95, 105, 107, 109, 123, 134
15	1	1	got	139	137	3	M	4, 10, 44, 47, 51, 55, 56, 67, 103, 107, 115, 119, 127, 139, 140
15	5	1	inches	5	119	1	g	1, 4, 5, 10, 11, 21, 25, 44, 47, 75, 79, 82, 105, 107, 119
14	11	1	or	40	103	3	g	21, 25, 39, 40, 63, 67, 75, 77, 87, 91, 105, 115, 119, 123
14	3	1	two	21	119	1	g	1, 4, 5, 10, 21, 44, 47, 62, 75, 79, 82, 105, 107, 119
13	7	1	an	56	119	3	g	5, 7, 27, 56, 67, 75, 87, 97, 105, 112, 115, 117, 123
13	11	1	well	14	135	1	g	1, 14, 44, 49, 58, 63, 69, 73, 77, 105, 121, 134, 135
10	7	1	no	88	116	5	g	13, 15, 69, 83, 85, 88, 102, 104, 105, 128
10	2	1	on	69	128	1	g	7, 8, 63, 69, 77, 81, 97, 123, 133, 134
9	6	1	forge	4	79	1	g	1, 4, 7, 10, 35, 41, 44, 77, 79
9	2	1	left	44	130	2	g	5, 21, 44, 91, 115, 117, 119, 123, 134
7	7	1	i	53	80	2	M	36, 46, 53, 63, 75, 93, 115
7	7	1	you're	14	103	1	g	9, 14, 21, 25, 47, 65, 111
6	1	1	cliffs	21	21	2	g	1, 3, 10, 17, 19, 21
6	4	1	it's	77	79	2	M	56, 60, 77, 85, 105, 134
6	2	1	old	82	56	5	g	27, 29, 35, 63, 79, 82
5	5	1	er	112	102	4	g	11, 63, 67, 77, 112
4	2	1	lighthouse	131	11	1	g	127, 128, 131, 137
4	4	1	uh-huh	99	90	1	M	48, 99, 120, 137
3	3	1	map	69	20	1	M	58, 69, 77
3	3	1	mmhmm	83	93	1	M	6, 83, 98
3	3	1	oh	75	90	1	M	18, 75, 107
3	3	1	slightly	134	134	2	g	1, 21, 134
3	3	1	what	93	90	2	M	4, 14, 93
2	1	1	do	27	24	1	M	4, 27
2	2	1	going	92	26	1	g	67, 92
2	2	1	underneath	101	66	1	M	36, 101

