Freq.	Free Freq.	Size	Surface Form	Establishment turn	Spanning	Priming	First Speaker	Turns
3	3	5	to the left of the	191	44	1	M	154, 191, 197
2	2	5	go along to your right	124	80	1	g	45, 124
2	2	5	the left-hand side of the	189	120	1	M	70, 189
3	1	4	along to your right	174	130	1	g	45, 124, 174
2	2	4	a fast running creek	35	2	1	M	34, 35
2	2	4	you're going to go	112	94	1	g	19, 112
6	3	3	to your right	124	168	3	g	7, 31, 45, 124, 139, 174
5	5	3	carved wooden pole	144	189	3	g	1, 79, 121, 144, 189
5	5	3	of the fort	186	33	1	g	165, 186, 189, 191, 197
5	5	3	the cattle ranch	167	32	1	M	154, 167, 171, 177, 185
4	4	3	and then go	124	94	3	g	31, 47, 101, 124
4	4	3	below the diamond	20	21	2	g	9, 19, 20, 29
4	4	3	the diamond mine	38	30	3	g	9, 19, 29, 38
3	3	3	above the carved	122	122	2	g	1, 121, 122
3	3	3	go to your	110	80	2	g	31, 53, 110
3	3	3	right and then	101	92	1	M	84, 101, 175
3	1	3	side of the	189	120	2	M	70, 120, 189
3	3	3	to your left	161	66	1	M	110, 161, 175
3	3	3	underneath the fort	175	22	1	M	166, 175, 187
3	1	3	you're going to	154	136	1	g	19, 112, 154
3	3	3	you've got to	133	44	2	M	90, 108, 133
2	2	3	fast flowing creek	36	26	1	g	11, 36
2	1	3	fast running creek	35	2	1	M	34, 35
2	2	3	have a fort	155	2	1	M	154, 155
2	2	3	just above the	68	18	1	g	51, 68
2	2	3	sort of curve	95	58	1	M	38, 95
2	2	3	the bottom of	97	6	1	M	92, 97
2	2	3	you're at the	103	12	1	M	92, 103
17	11	2	and then	36	157	1	g	31, 36, 38, 47, 49, 75, 84, 101, 112, 124, 147, 167, 170, 175, 179, 185, 187
17	17	2	you have	6	183	1	g	3, 6, 11, 15, 21, 25, 61, 63, 74, 79, 85, 87, 115, 139, 151, 155, 185
14	10	2	below the	20	163	3	g	1, 9, 19, 20, 29, 97, 119, 127, 129, 131, 133, 137, 159, 163
14	9	2	of the	70	145	3	g	53, 65, 67, 70, 92, 108, 120, 129, 154, 165, 186, 189, 191, 197
14	6	2	the fort	167	33	1	g	165, 166, 167, 168, 175, 181, 183, 185, 186, 187, 189, 191, 193, 197
12	10	2	have a	154	153	10	g	3, 11, 21, 23, 25, 35, 61, 63, 87, 151, 154, 155
10	8	2	to the	39	180	1	M	18, 39, 84, 108, 136, 154, 186, 191, 196, 197
9	5	2	above the	68	168	3	g	1, 51, 65, 68, 121, 122, 132, 159, 168
8	8	2	right okay	28	180	1	g	19, 28, 91, 93, 128, 142, 192, 198
8	7	2	sort of	81	138	1	M	38, 81, 95, 108, 135, 140, 147, 175
7	7	2	in a	108	73	3	g	95, 99, 101, 108, 139, 147, 167
7	2	2	wooden pole	144	197	4	g	1, 79, 121, 127, 144, 189, 197
6	6	2	between the	186	122	5	g	65, 101, 113, 167, 185, 186
6	1	2	carved wooden	114	189	2	g	1, 79, 114, 121, 144, 189
6	1	2	cattle ranch	154	35	1	g	151, 154, 167, 171, 177, 185
6	4	2	fast flowing	36	34	5	g	3, 9, 11, 33, 35, 36
6	6	2	the buffalo	166	14	3	g	157, 159, 163, 166, 167, 170
6	4	2	to go	19	107	1	M	6, 19, 90, 108, 110, 112
6	3	2	you've got	90	101	3	g	33, 35, 41, 90, 108, 133
5	4	2	a fast	34	33	3	g	3, 11, 33, 34, 35
5	1	2	diamond mine	36	30	3	g	9, 19, 29, 36, 38
