A:	oh, yeah?
M:	and i've had the three eighty-eight for about three years now.
A:	what did you do, put it together?
M:	i, i made a deck out of one of those.
A:	well, that's, yeah.
M:	and, uh.
A:	yeah. what do you use it for?
M:	uh, mainly i'm a data entry system user.
A:	what do you use it for?
M:	um, mostly just stuff for spreadsheets and data base.
A:	oh, yeah? what kind of programs do you,
M:	i'm a production student.
A:	okay, i mean like business programs or, man.
M:	okay. i mean, i, i don't, i think that, uh.
A:	uh-huh,
M:	!!!!,!!!.!!;!!%!! remind me of that.
A:	huh. well, that's, well, that sounds interesting. matter of fact, uh, i guess you do, uh, you get a lot of graphics in there, i imagine, huh.
M:	yeah, we do.
A:	that's where the speed helps out.
M:	yeah.
A:	yep, that will, that will, slow you up
M:	yeah, it's, uh.
A:	well, i, i do, uh, uh, programming for c n c turret presses and uh, cat cam system type things
M:	oh, okay.
A:	and, uh, really need a faster system. uh, i got a new line that i, i sell metal fabricating equipment, and cat cam systems, and tooling, et cetera.
M:	oh, yeah.
A:	uh,
M:	what do you do?
A:	who is that?
M:	uh,
A:	i've tried to do is get this outfit to give me one
M:	yeah.
A:	that's how i got my other ones by selling their product for them. they not only give me a demonstrator, but the hardware as well as the software.
M:	oh, okay.
A:	and as they, and as they go to the next one i just keep the,
M:	oh, yeah.
A:	that's why i have so many different levels of p c around at the moment.
M:	oh.
A:	a t s?
M:	yeah.
A:	and where are they at?
M:	um, it's at skillman and central.
A:	oh, yeah.
M:	oh.
A:	in richardson there.
M:	yeah, richardson.
A:	in richardson?
M:	yeah.
A:	i know where you mean. there is a mobil and all that kind of uh, on that one corner, that's about lookout there, i think, isn't it.
M:	yeah.
A:	yeah.
M:	uh, it used to be a real farm, uh, but it's now it's a residential homeowners, uh.
A:	yeah.
M:	i don't know, i, i like the, the architecture, i don't like the landscaping.
A:	oh.
M:	and, uh.
A:	really? well, that's a good deal.
M:	yeah, it is.
A:	yeah.
M:	and, uh.
A:	uh, there is a lot, you ever go by lucky computer there?
M:	uh-huh.
A:	i used to, when i was putting shop floor computers together for guys, i'd go and get their units and put them together and go and interface the stuff with our systems.
M:	yeah. yeah.
A:	haven't been doing much of that for the last year or so. so i, i don't know where those guys are at these days. but i, ,
M:	yeah, well, i,
A:	yeah. yeah.
M:	and, uh,
A:	i tell you, those prices have just, unbelievably come down.
M:	oh, they do?
A:	yeah.
M:	and that was, that was the lowest i've ever seen them.
A:	i,
M:	it's not that expensive.
A:	yeah, i was kind of surprised how rapidly they bypassed, the three eighty-six. that wasn't alive for but maybe two years.
M:	well, that's, that was a good year for the mustang.
A:	is that right? that's it?
M:	so, i, i mean, i'm, i've seen them advertise on t v that they're going to put the, uh, the, you know, the mini van in the next generation,
A:	i'll be darned.
M:	and, uh, you know, they don't have the, uh the c d player or the standard drive.
A:	huh, well,
